id,year,month,employment_status,job_title,job_years,is_manager,hours_per_week,telecommute_days_per_week,education,is_education_computer_related,certifications,salary
2225,2017,1,2,2,4.04073862302981,0,40.9044485061286,0.0,2,0.0,0,7107.089169939409
2226,2017,12,2,2,4.1723031135531095,0,40.460506020939796,2.0,0,0.0,0,6834.9850820601005
2227,2018,1,2,5,6.83360064935065,1,42.2609419191919,0.0,2,0.0,0,7637.16026948052
2228,2017,12,2,1,8.0,0,45.0,5.0,2,0.0,0,10416.0
2229,2019,1,2,5,7.0,0,45.0,2.0,2,1.0,1,5791.0
2230,2017,1,2,1,3.6830806246257,0,41.2063252590737,0.0,0,0.0,1,6065.09642991103
2231,2017,12,2,2,4.0,0,40.0,0.0,3,1.0,1,3833.0
2232,2017,12,2,2,3.0,0,40.0,1.0,3,1.0,0,5833.0
2233,2018,12,2,2,8.0,0,45.0,0.0,2,1.0,0,8208.0
2234,2017,1,2,2,5.0,0,40.0,0.0,1,1.0,1,5833.0
2235,2017,12,2,2,0.0,0,38.0,0.0,0,1.0,1,7000.0
2236,2017,1,2,4,3.82266996496776,1,41.439505098392,0.0,2,1.0,0,7158.63696955947
2237,2017,1,2,0,5.0,0,40.0,0.0,2,0.0,1,5000.0
2238,2017,12,2,2,6.0,0,40.0,0.0,2,0.0,1,4625.0
2239,2017,12,2,4,5.0,1,40.0,1.0,3,1.0,0,7166.0
2240,2017,12,2,6,5.0,0,40.0,1.0,2,0.0,0,7333.0
2241,2017,12,2,5,4.0,0,40.0,0.0,0,0.0,0,9416.0
2242,2018,12,2,2,3.7039904475605696,1,41.498917832714206,0.0,2,1.0,1,7098.14087297353
2243,2017,12,2,2,1.0,0,40.0,0.0,3,1.0,1,7666.0
2244,2018,12,2,2,8.0,0,40.0,0.0,0,0.0,1,7916.0
2245,2017,1,2,2,5.0,1,40.0,0.0,2,0.0,1,7166.0
2246,2017,12,2,0,3.0,0,45.0,2.0,1,1.0,0,6750.0
2247,2017,12,2,0,5.0,1,40.0,5.0,0,0.0,0,7166.0
2248,2017,1,2,1,4.11272897715222,0,40.8092582064971,0.0,2,0.0,0,6967.32449087088
2249,2017,12,2,4,2.0,1,45.0,0.0,2,0.0,0,7916.0
2250,2017,12,2,2,4.0,0,40.0,0.0,2,1.0,0,7500.0
2251,2017,12,0,2,5.0063828832877695,0,40.0,0.0,0,0.0,1,7072.95542431585
2252,2017,1,2,1,4.0937619047619,0,42.5475,3.0,1,0.0,0,7317.73833333333
2253,2018,12,2,2,5.0,0,40.0,0.0,2,1.0,0,7166.0
2254,2017,12,2,2,4.81679446778712,0,42.4598647724824,3.0,2,1.0,1,7801.09098790425
2255,2017,1,2,2,1.0,1,37.0,0.0,1,1.0,1,5941.0
2256,2017,12,2,2,4.0,0,40.0,1.0,2,0.0,1,7666.0
2257,2018,12,2,2,5.0,0,40.0,0.0,3,1.0,0,7166.0
2258,2017,12,2,2,5.10358453416377,0,41.130448574327296,5.0,2,1.0,1,7636.39359304152
2259,2017,12,2,2,1.0,0,44.0,0.0,2,1.0,1,6250.0
2260,2017,12,2,6,8.02510714285714,0,38.21823809523811,2.0,2,1.0,0,4645.29576190476
2261,2017,12,2,2,4.0,0,40.0,0.0,0,0.0,1,5500.0
2262,2017,12,2,4,4.831333333333331,1,40.5560714285714,5.0,3,0.0,0,7497.56645238095
2263,2017,1,2,2,5.0,0,40.0,5.0,2,0.0,1,7166.0
2264,2018,1,2,4,4.0,1,45.0,0.0,3,0.0,0,5416.0
2265,2018,1,0,2,5.0063828832877695,0,40.0,0.0,0,0.0,1,7072.95542431585
2266,2017,1,2,2,3.0,0,45.0,1.0,2,0.0,0,8583.0
2267,2017,1,2,7,6.0,0,45.0,5.0,3,1.0,0,8416.0
2268,2018,12,2,2,5.0,0,40.0,2.0,1,1.0,1,7166.0
2269,2018,1,2,1,4.07064526629927,0,40.8332818137705,0.0,0,0.0,0,6749.64577467426
2270,2017,1,2,6,5.0,0,40.0,0.0,2,1.0,0,7166.0
2271,2017,1,2,2,4.39897442599596,0,40.9390320654104,0.0,2,1.0,0,6929.89287980687
2272,2017,1,2,2,4.39897442599596,0,40.9390320654104,0.0,2,1.0,0,6929.89287980687
2273,2017,1,2,2,4.14672601405319,0,40.96771598007,0.0,3,1.0,0,7054.6438534377
2274,2017,1,2,4,4.46041621964992,0,40.1304928148445,0.0,3,1.0,1,6967.32155236808
2275,2017,12,2,5,6.43319794584501,0,40.766875150992796,2.0,3,1.0,1,9105.577062049058
2276,2017,1,2,2,4.1911711163395795,0,40.809895582514,0.0,1,1.0,0,6032.160004854661
2277,2017,12,2,1,3.0,0,40.0,0.0,2,1.0,0,4333.0
2278,2017,1,2,1,1.0,0,42.0,0.0,2,0.0,0,5083.0
2279,2017,12,2,2,7.0,0,38.0,1.0,0,0.0,1,6833.0
2280,2018,1,2,2,8.0,1,40.0,5.0,2,1.0,1,7083.0
2281,2017,1,2,2,1.0,1,40.0,0.0,0,0.0,0,9166.0
2282,2017,1,2,2,4.44066666666667,1,39.513293650793706,5.0,3,1.0,1,7372.482142857141
2283,2017,12,2,2,4.64083006561005,0,41.114137565130896,0.0,2,1.0,1,7052.09183260453
2284,2017,12,2,2,1.0,0,40.0,0.0,0,0.0,0,7166.0
2285,2017,1,2,2,4.64083006561005,0,41.114137565130896,0.0,2,1.0,1,7052.09183260453
2286,2017,1,2,6,4.25375,1,44.7333636363636,0.0,0,0.0,0,6932.34975
2287,2017,1,2,1,2.0,0,40.0,0.0,1,1.0,0,4666.0
2288,2017,1,2,2,4.0,0,40.0,0.0,3,1.0,0,9633.0
2289,2017,12,2,2,10.0,1,40.0,0.0,1,0.0,0,6916.0
2290,2017,1,2,2,5.0,0,40.0,5.0,0,0.0,0,4833.0
2291,2017,1,2,2,3.49217382746,0,41.5034226847194,,2,0.0,0,7760.29556259317
2292,2017,12,2,6,1.0,0,45.0,0.0,2,0.0,0,7916.0
2293,2017,1,2,2,5.0,0,40.0,0.0,1,0.0,1,5000.0
2294,2017,1,2,4,5.147,1,39.5473333333333,5.0,3,1.0,1,6399.46353571429
2295,2017,12,2,2,5.0,0,41.0,0.0,2,0.0,0,6293.0
2296,2017,12,2,1,4.45645192422728,0,40.8940884054592,0.0,2,1.0,0,6564.939162516
2297,2017,1,2,0,5.0,0,37.0,0.0,2,1.0,0,6520.0
2298,2018,1,2,2,6.66507657620158,0,42.1861481149569,5.0,2,0.0,0,8392.14819126707
2299,2017,1,2,2,4.40226374619533,1,41.999264841840294,1.0,2,1.0,0,7948.52400045543
2300,2017,12,2,1,10.0,1,40.0,0.0,2,1.0,0,5512.0
2301,2017,12,2,2,7.0,0,37.0,1.0,1,0.0,1,7616.0
2302,2017,12,2,2,5.0,0,40.0,0.0,2,1.0,1,7166.0
2303,2017,1,2,2,7.0,0,45.0,1.0,2,1.0,1,10000.0
2304,2017,12,2,1,5.05105031080031,0,41.454443001442996,1.0,0,0.0,0,6904.00934307359
2305,2018,12,2,1,5.0,1,40.0,0.0,3,1.0,1,7166.0
2306,2017,12,2,2,6.0,0,40.0,2.0,3,1.0,0,8166.0
2307,2017,1,2,1,3.0,1,38.0,0.0,2,1.0,1,5900.0
2308,2017,1,2,1,6.70029678654679,1,41.3685785048285,0.0,3,1.0,1,6923.15833849484
2309,2017,12,2,2,2.0,0,40.0,0.0,0,0.0,1,9666.0
2310,2018,1,2,6,10.0,0,40.0,0.0,2,1.0,1,6000.0
2311,2017,1,2,2,3.0,1,45.0,1.0,0,0.0,0,7916.0
2312,2017,1,2,4,5.02133333333333,1,40.05,5.0,2,1.0,1,7172.66666666667
2313,2017,1,2,7,5.0,0,40.0,0.0,1,0.0,0,5333.0
2314,2017,12,2,5,5.0,0,40.0,0.0,2,1.0,1,7166.0
2315,2017,1,2,2,5.0,0,40.0,2.0,1,1.0,1,7166.0
2316,2018,12,2,6,6.0,0,40.0,1.0,3,1.0,1,5500.0
2317,2017,12,2,2,5.0,0,40.0,1.0,2,1.0,1,7166.0
2318,2017,12,2,1,5.0,0,40.0,0.0,2,1.0,0,8333.0
2319,2017,1,2,1,6.21136547649976,0,41.6767333361083,5.0,2,0.0,0,7351.84560359249
2320,2018,12,2,6,5.0,1,40.0,2.0,3,0.0,0,7166.0
2321,2017,12,2,6,2.6035428833578,0,41.645859281460794,0.0,2,0.0,0,6660.982690796271
2322,2017,12,2,1,9.0,0,37.0,0.0,0,0.0,1,4803.0
2323,2017,12,2,4,5.09988474107592,1,41.8694997779998,0.0,2,0.0,1,7272.1812507313
2324,2017,12,2,2,5.50257142857143,0,40.251,3.0,2,0.0,1,7597.7440555555595
2325,2017,12,2,2,4.64083006561005,0,41.114137565130896,0.0,2,1.0,1,7052.09183260453
2326,2017,1,2,2,6.0,0,40.0,0.0,0,0.0,1,8356.0
2327,2017,1,2,5,3.2360785048285097,1,40.7139062326562,0.0,3,1.0,1,6637.175845404599
2328,2017,1,2,1,4.0,0,44.0,1.0,0,0.0,0,4166.0
2329,2017,12,2,2,3.0,0,40.0,0.0,2,1.0,0,5666.0
2330,2017,12,2,2,4.0,0,43.0,5.0,2,1.0,0,7083.0
2331,2017,1,0,2,5.0,0,40.0,0.0,3,1.0,1,7166.0
2332,2017,1,2,2,1.0,0,45.0,4.0,1,1.0,1,9583.0
2333,2017,1,2,5,5.53284126984127,0,41.7731746031746,2.0,2,1.0,1,6762.5674122806995
2334,2017,12,2,1,0.0,0,40.0,0.0,1,1.0,1,5180.0
2335,2017,12,2,1,5.0,0,40.0,0.0,2,0.0,0,7166.0
2336,2017,1,2,2,5.0,0,40.0,0.0,1,1.0,1,7166.0
2337,2017,1,2,2,5.0,0,40.0,1.0,3,1.0,1,7166.0
2338,2017,12,2,1,5.0,0,40.0,0.0,1,0.0,1,7166.0
2339,2017,1,2,2,2.0,0,45.0,0.0,0,0.0,0,4833.0
2340,2017,1,2,5,5.0,0,40.0,2.0,2,0.0,1,7166.0
2341,2017,12,2,1,4.0,0,42.0,0.0,2,1.0,0,4500.0
2342,2017,1,0,1,5.0,0,40.0,5.0,3,1.0,1,7166.0
2343,2017,12,2,5,7.0,0,40.0,0.0,2,1.0,1,9250.0
2344,2017,12,2,6,5.0,0,40.0,0.0,3,0.0,0,4666.0
2345,2018,12,2,1,7.0,0,40.0,4.0,0,0.0,0,8575.0
2346,2017,12,2,2,5.0,0,40.0,0.0,3,1.0,1,10000.0
2347,2017,12,2,1,9.0,0,40.0,2.0,2,1.0,0,9814.0
2348,2017,1,2,1,5.0,1,40.0,0.0,1,1.0,0,7166.0
2349,2017,1,2,2,5.0,0,40.0,0.0,0,0.0,0,7166.0
2350,2017,12,2,2,4.04073862302981,0,40.9044485061286,0.0,2,,0,7107.089169939409
2351,2017,12,2,1,10.0,1,40.0,0.0,3,1.0,1,5030.0
2352,2018,1,2,2,4.32132442965531,1,41.7097485292485,1.0,1,1.0,1,7175.50057398157
2353,2017,12,2,2,5.0,0,40.0,0.0,3,1.0,0,7166.0
2354,2017,12,2,2,5.0,0,40.0,0.0,0,0.0,0,7166.0
2355,2017,12,2,1,3.4071563051657003,0,41.405996926477606,0.0,2,0.0,1,6525.94355483067
2356,2017,12,2,1,1.0,0,45.0,3.0,2,1.0,0,8875.0
2357,2017,12,2,4,3.82266996496776,1,41.439505098392,0.0,2,1.0,0,7158.63696955947
2358,2018,1,2,2,8.0,0,45.0,0.0,0,0.0,1,7791.0
2359,2017,12,2,2,3.7039904475605696,1,41.498917832714206,0.0,2,1.0,1,7098.14087297353
2360,2017,12,2,5,5.0,1,40.0,0.0,2,0.0,0,7166.0
2361,2017,12,2,2,0.0,0,40.0,0.0,2,0.0,0,4000.0
2362,2017,1,2,2,3.0,0,40.0,0.0,2,0.0,0,7220.0
2363,2017,12,2,2,6.0,0,40.0,0.0,2,1.0,0,8333.0
2364,2018,1,2,2,4.5895581068398394,1,40.85628408193121,0.0,0,0.0,1,7993.8848224277
2365,2017,12,2,2,4.33048561027325,0,40.9734095118135,0.0,2,0.0,1,7298.82316186425
2366,2017,12,2,5,6.0,0,40.0,0.0,1,1.0,1,7500.0
2367,2017,12,2,2,1.0,0,40.0,2.0,2,1.0,0,7500.0
2368,2017,12,2,4,5.253117604617611,1,40.4597214773531,0.0,3,0.0,1,7207.0937691197705
2369,2017,1,2,2,2.0,0,38.0,1.0,3,1.0,1,7290.0
2370,2017,12,2,1,3.0,0,45.0,0.0,3,0.0,1,5416.0
2371,2017,12,2,2,2.0,1,45.0,0.0,2,1.0,0,7416.0
2372,2017,12,2,2,5.0,1,40.0,5.0,2,0.0,0,7166.0
2373,2017,1,2,1,2.0,0,40.0,3.0,0,0.0,0,10416.0
2374,2018,1,2,2,4.39897442599596,0,40.9390320654104,0.0,2,1.0,0,6929.89287980687
2375,2017,12,2,2,1.0,0,40.0,0.0,2,1.0,0,10500.0
2376,2017,12,0,5,5.0,1,40.0,1.0,0,0.0,1,7166.0
2377,2017,1,0,2,5.47802922077922,0,40.0,4.0,2,1.0,1,6185.935
2378,2017,1,2,1,3.69856055784643,0,40.020553886764205,0.0,3,1.0,1,6780.11225422692
2379,2017,1,2,2,3.0,0,40.0,1.0,0,0.0,0,5166.0
2380,2017,1,2,1,1.0,0,40.0,5.0,2,1.0,1,7916.0
2381,2018,12,2,1,3.0,0,45.0,0.0,0,0.0,1,5416.0
2382,2017,1,2,2,4.40226374619533,1,41.999264841840294,1.0,2,1.0,0,7948.52400045543
2383,2017,12,2,2,5.0,0,40.0,1.0,3,0.0,1,7166.0
2384,2018,12,2,2,4.39897442599596,0,40.9390320654104,0.0,2,1.0,0,6929.89287980687
2385,2017,12,2,2,2.0,0,40.0,1.0,2,1.0,0,4666.0
2386,2017,12,2,2,2.0,0,42.0,1.0,3,1.0,1,10400.0
2387,2017,12,2,2,4.0,0,45.0,0.0,2,1.0,0,7083.0
2388,2017,12,2,0,5.00323809523809,0,43.6966666666667,5.0,1,1.0,0,6852.44174025974
2389,2017,1,2,2,8.0,0,40.0,0.0,2,1.0,0,7083.0
2390,2017,1,2,4,3.82266996496776,1,41.439505098392,0.0,2,1.0,0,7158.63696955947
2391,2017,12,2,5,7.0,0,40.0,0.0,1,1.0,0,8083.0
2392,2017,1,2,1,2.0,0,40.0,0.0,1,1.0,1,4250.0
2393,2017,1,2,4,5.07738888888889,1,40.245,2.0,2,0.0,0,7724.522142857141
2394,2017,1,2,6,8.0,0,40.0,0.0,2,1.0,0,6833.0
2395,2018,12,2,2,4.56334920634921,0,39.309992784992794,0.0,0,0.0,1,5975.06684786765
2396,2018,1,2,6,2.0,0,42.0,0.0,2,1.0,0,7083.0
2397,2017,12,2,1,4.0,0,45.0,1.0,2,0.0,0,9416.0
2398,2017,12,2,1,2.0,0,37.0,0.0,2,1.0,1,6750.0
2399,2018,12,2,2,5.0,0,40.0,0.0,2,0.0,0,7166.0
2400,2017,1,2,2,7.0,0,40.0,0.0,2,1.0,1,5916.0
2401,2017,12,2,2,2.0,0,44.0,0.0,2,1.0,0,8333.0
2402,2018,12,2,1,4.45645192422728,0,40.8940884054592,0.0,2,1.0,0,6564.939162516
2403,2017,1,2,1,1.0,0,40.0,1.0,2,1.0,0,9166.0
2404,2017,1,2,2,10.0,0,45.0,0.0,2,0.0,1,6166.0
2405,2017,1,2,1,5.0,0,40.0,0.0,2,1.0,0,3808.0
2406,2017,12,2,2,4.0,1,40.0,0.0,3,1.0,1,6333.0
2407,2018,12,2,2,5.09100893550894,0,42.14811480186479,0.0,1,0.0,0,7083.831081890329
2408,2017,12,2,1,4.4764285714285705,1,40.155,5.0,1,0.0,1,6362.83116666667
2409,2017,12,2,1,7.0,0,40.0,0.0,1,1.0,0,5000.0
2410,2017,1,2,2,2.0,1,42.0,1.0,3,1.0,1,6060.0
2411,2018,1,2,2,4.731855065621599,0,40.947410206204204,1.0,2,1.0,0,7094.753170297729
2412,2017,1,2,2,3.49217382746,0,41.5034226847194,1.0,2,0.0,0,7760.29556259317
2413,2017,12,2,2,5.0,0,40.0,0.0,1,1.0,1,7166.0
2414,2017,12,2,1,3.86503246607194,0,40.8450942285269,1.0,2,1.0,1,7379.26331235547
2415,2018,12,2,2,10.0,0,40.0,0.0,3,1.0,0,7916.0
2416,2017,1,2,2,10.0,0,40.0,0.0,2,0.0,0,9166.0
2417,2017,1,2,2,6.0,0,40.0,0.0,1,1.0,0,5000.0
2418,2017,1,2,6,2.0,1,38.0,0.0,3,0.0,0,5833.0
2419,2017,12,2,2,5.0,0,40.0,5.0,2,1.0,0,8333.0
2420,2017,1,2,2,10.0,0,42.0,0.0,0,0.0,1,4916.0
2421,2017,12,2,2,1.0,0,40.0,0.0,0,0.0,1,5706.0
2422,2017,12,2,5,5.0,1,40.0,0.0,2,0.0,0,7166.0
2423,2017,1,2,4,3.83342692615636,1,41.0924308311975,0.0,2,0.0,0,7453.70183868621
2424,2017,12,0,5,4.69304932107796,0,39.9571666666667,0.0,2,1.0,1,7479.947302893191
2425,2017,12,2,2,4.0,0,38.0,0.0,2,1.0,0,4538.0
2426,2018,12,2,2,8.0,0,40.0,0.0,0,0.0,1,9916.0
2427,2017,1,2,2,3.83363492063492,0,39.7330634920635,2.0,4,0.0,1,5876.3174047618995
2428,2017,1,2,3,5.0,1,40.0,5.0,3,0.0,0,7166.0
2429,2017,1,2,1,5.0,0,40.0,0.0,3,1.0,1,7166.0
2430,2017,1,2,6,1.0,0,45.0,0.0,2,0.0,0,5000.0
2431,2017,12,2,1,4.45645192422728,0,40.8940884054592,0.0,2,1.0,0,6564.939162516
2432,2018,12,2,2,4.0,0,40.0,0.0,1,0.0,0,5848.0
2433,2017,1,2,5,5.0,1,40.0,5.0,2,0.0,1,7166.0
2434,2017,12,2,1,1.0,0,40.0,0.0,2,1.0,0,4833.0
2435,2017,12,2,1,8.0,1,40.0,2.0,2,0.0,0,10416.0
2436,2017,1,2,2,4.90397208246607,0,40.4600916414693,5.0,2,1.0,0,8071.46592040938
2437,2017,1,2,2,5.0,0,40.0,0.0,3,0.0,1,7166.0
2438,2017,1,2,1,6.0,0,42.0,1.0,3,1.0,1,10000.0
2439,2017,1,2,1,1.0,0,40.0,0.0,3,1.0,1,7916.0
2440,2018,12,2,2,4.4783951490631795,0,40.3792591376114,2.0,2,1.0,1,7887.355291386909
2441,2017,12,2,5,7.0,1,45.0,0.0,2,1.0,0,9583.0
2442,2017,1,2,2,3.0,0,42.0,0.0,2,1.0,0,6000.0
2443,2017,1,2,4,0.0,1,38.0,0.0,2,1.0,0,9333.0
2444,2017,1,2,2,2.0,0,40.0,0.0,2,0.0,0,5583.0
2445,2017,12,2,1,6.0,0,40.0,0.0,3,1.0,0,6500.0
2446,2018,1,2,2,4.0,0,40.0,0.0,0,0.0,1,3916.0
2447,2017,1,2,0,5.37375396825397,0,40.2,0.0,0,0.0,1,6209.139238095239
2448,2018,12,2,2,4.33048561027325,0,40.9734095118135,0.0,2,0.0,1,7298.82316186425
2449,2017,1,2,2,1.0,0,37.0,0.0,2,0.0,1,6166.0
2450,2017,1,2,2,3.0,0,40.0,0.0,2,1.0,0,7716.0
2451,2017,12,2,5,3.0,0,40.0,0.0,0,0.0,0,5000.0
2452,2017,1,2,2,4.9070636832688095,0,40.727005354549604,0.0,0,0.0,1,6600.64001429953
2453,2019,1,2,2,4.64083006561005,0,41.114137565130896,0.0,2,1.0,1,7052.09183260453
2454,2017,1,0,2,1.0,0,37.0,1.0,2,0.0,0,8209.0
2455,2017,12,2,2,4.6150413211557595,0,40.810169591180895,1.0,2,1.0,1,7342.12456054052
2456,2017,1,2,1,5.189,1,38.4426666666667,1.0,3,1.0,0,5897.0705
2457,2018,12,2,1,8.0,0,44.0,5.0,2,1.0,1,9333.0
2458,2017,12,2,2,5.0,0,40.0,3.0,0,0.0,1,7166.0
2459,2017,12,0,5,3.0,0,40.0,5.0,3,0.0,1,5250.0
2460,2017,1,2,7,4.0745714285714305,0,42.0884761904762,0.0,0,0.0,1,7044.351873437409
2461,2017,12,2,2,3.9575787416884203,0,40.301676911036,0.0,0,0.0,0,6279.98915233786
2462,2017,12,1,2,5.0,0,40.0,0.0,0,0.0,0,7166.0
2463,2017,12,2,2,5.0,0,40.0,0.0,0,0.0,1,7916.0
2464,2017,12,2,2,3.0,0,42.0,3.0,3,1.0,1,8083.0
2465,2017,12,0,6,3.0,1,45.0,4.0,3,1.0,0,6250.0
2466,2018,12,2,1,4.45645192422728,0,40.8940884054592,0.0,2,1.0,0,6564.939162516
2467,2017,12,2,2,5.0,0,40.0,0.0,2,0.0,0,7166.0
2468,2017,1,2,7,5.0,0,40.0,0.0,2,0.0,0,7166.0
2469,2017,1,2,1,7.0,0,44.0,0.0,2,1.0,1,7500.0
2470,2017,1,2,2,4.71017424242424,1,40.219384615384605,3.0,2,0.0,1,7478.47690873016
2471,2017,12,2,7,3.42608513708514,0,41.2996291486292,0.0,0,0.0,0,6206.425528860029
2472,2017,1,2,5,7.89011760461761,1,40.3782698412698,0.0,1,1.0,1,6862.28456582307
2473,2017,1,2,6,5.0,1,40.0,1.0,2,1.0,1,7166.0
2474,2017,12,2,6,1.0,0,40.0,1.0,3,0.0,1,8750.0
2475,2017,1,2,2,5.0,0,40.0,0.0,1,1.0,0,7166.0
2476,2017,1,2,5,3.2360785048285097,1,40.7139062326562,0.0,3,1.0,1,6637.175845404599
2477,2018,12,2,2,3.0,0,40.0,0.0,2,1.0,0,6583.0
2478,2017,12,2,5,2.0,1,40.0,0.0,3,1.0,1,8375.0
2479,2017,1,2,1,5.0,0,40.0,0.0,2,1.0,0,5666.0
2480,2017,12,2,5,5.0,0,40.0,0.0,4,1.0,1,7166.0
2481,2017,12,0,5,5.0,0,40.0,5.0,3,1.0,1,7166.0
2482,2017,12,2,1,5.0,0,40.0,5.0,2,1.0,0,7166.0
2483,2017,12,2,2,4.70133333333333,0,41.744888888888894,5.0,1,1.0,1,8823.447992063491
2484,2017,1,2,2,4.39897442599596,0,40.9390320654104,0.0,2,1.0,0,6929.89287980687
2485,2017,1,2,4,4.816888888888889,1,41.0720634920635,2.0,2,1.0,0,8344.23755555555
2486,2017,12,2,1,3.55421428571429,0,40.0214285714286,2.0,0,0.0,0,8536.93276190476
2487,2017,12,2,7,5.0,0,40.0,1.0,2,1.0,1,7166.0
2488,2018,12,2,1,2.0,1,40.0,0.0,0,0.0,1,3750.0
2489,2019,1,2,4,5.0,1,40.0,1.0,3,1.0,1,7166.0
2490,2017,12,2,1,3.92055483405483,1,41.3415,0.0,3,1.0,0,6756.4628095238095
2491,2017,12,2,2,4.0,0,40.0,3.0,2,0.0,0,8541.0
2492,2017,12,2,2,7.601080197580201,0,41.902629731379704,3.0,0,0.0,0,8474.19432251082
2493,2017,1,2,1,3.0,0,40.0,0.0,0,0.0,0,9000.0
2494,2017,12,2,7,4.05321578421579,0,40.692685786435796,0.0,2,0.0,0,7614.8319642857205
2495,2017,1,2,2,3.0,0,40.0,0.0,1,1.0,0,5000.0
2496,2017,1,2,4,5.0,1,40.0,2.0,3,0.0,1,7166.0
2497,2017,12,2,2,3.7938440170940204,0,41.7742007517336,1.0,1,1.0,0,6665.20689130314
2498,2017,12,2,2,6.0,1,40.0,0.0,2,0.0,0,10083.0
2499,2017,1,2,2,4.9070636832688095,0,40.727005354549604,0.0,0,0.0,1,6600.64001429953
2500,2018,12,2,2,4.04073862302981,0,40.9044485061286,0.0,2,0.0,0,7107.089169939409
2501,2017,12,2,4,3.0,1,40.0,0.0,2,1.0,1,7041.0
2502,2017,1,2,2,7.0,0,43.0,0.0,2,1.0,1,8333.0
2503,2017,1,2,1,6.31906005106005,1,40.2990183427683,0.0,3,0.0,1,4829.984035714289
2504,2017,12,2,1,4.45645192422728,0,40.8940884054592,0.0,2,1.0,0,6564.939162516
2505,2017,12,2,1,5.0,0,40.0,0.0,1,1.0,1,7166.0
2506,2017,1,2,2,4.64083006561005,0,41.114137565130896,0.0,2,1.0,1,7052.09183260453
2507,2017,12,2,2,4.09518095238095,1,40.6395714285714,1.0,3,1.0,1,6740.14930952381
2508,2017,1,2,2,5.0,0,40.0,5.0,1,1.0,0,7166.0
2509,2017,12,2,2,4.2633494220164705,0,41.325061878877705,2.0,2,1.0,0,6644.85170744648
2510,2017,1,2,4,5.0,1,40.0,1.0,2,0.0,1,7166.0
2511,2017,12,2,2,4.39897442599596,0,40.9390320654104,0.0,2,1.0,0,6929.89287980687
2512,2017,1,2,2,1.0,0,45.0,5.0,2,1.0,1,5000.0
2513,2017,12,2,1,3.0,0,40.0,2.0,2,0.0,0,6014.0
2514,2017,1,2,2,2.13180029315559,0,38.9872766343826,0.0,0,1.0,1,8147.52324983119
2515,2017,12,2,1,3.95108824578712,0,40.2893202221973,1.0,2,1.0,0,7179.575611079859
2516,2017,1,2,2,3.0,0,40.0,0.0,0,0.0,1,6500.0
2517,2017,12,2,2,2.0,0,40.0,0.0,2,1.0,1,4897.0
2518,2017,1,2,2,7.0,0,44.0,0.0,1,1.0,0,8359.0
2519,2017,12,2,7,3.42608513708514,0,41.2996291486292,0.0,0,0.0,0,6206.425528860029
2520,2017,1,2,5,5.0,0,40.0,3.0,3,0.0,1,7166.0
2521,2017,1,2,1,4.7707968745634,0,40.8104297959568,0.0,2,1.0,1,6573.34496751579
2522,2017,1,2,5,4.0,0,40.0,1.0,1,1.0,1,10000.0
2523,2017,12,2,2,5.0,0,40.0,4.0,1,1.0,0,7166.0
2524,2017,12,2,2,7.0,0,40.0,3.0,2,0.0,1,7833.0
2525,2017,12,2,4,4.0,1,40.0,0.0,2,1.0,1,4579.0
2526,2017,1,2,1,2.0,0,40.0,0.0,2,1.0,0,9333.0
2527,2017,12,2,1,4.0,0,40.0,5.0,1,0.0,1,5916.0
2528,2018,12,2,6,4.0,1,45.0,0.0,0,0.0,0,8583.0
2529,2017,1,2,2,1.0,0,40.0,0.0,1,1.0,1,8333.0
2530,2017,12,2,2,3.0,0,40.0,0.0,2,0.0,0,5348.0
2531,2017,12,2,1,4.7707968745634,0,40.8104297959568,0.0,2,1.0,1,6573.34496751579
2532,2017,1,2,2,10.0,0,40.0,0.0,3,0.0,0,7916.0
2533,2018,12,2,2,4.40226374619533,1,41.999264841840294,1.0,2,1.0,0,7948.52400045543
2534,2018,12,2,4,5.0,1,40.0,2.0,2,0.0,0,7166.0
2535,2018,12,2,2,8.0,0,40.0,3.0,2,1.0,1,6583.0
2536,2017,12,2,2,3.0,0,40.0,0.0,2,0.0,1,6500.0
2537,2017,1,2,2,3.0,0,45.0,0.0,0,0.0,1,7500.0
2538,2017,12,2,2,10.0,0,40.0,0.0,4,0.0,1,8083.0
2539,2018,1,2,1,5.76262990260514,0,40.3265784117843,1.0,3,1.0,1,7540.70549001111
2540,2017,12,2,1,4.45645192422728,0,40.8940884054592,0.0,2,1.0,0,6564.939162516
2541,2017,1,2,2,5.50257142857143,0,40.251,3.0,2,0.0,1,7597.7440555555595
2542,2017,12,2,1,1.0,0,42.0,0.0,2,0.0,1,8333.0
2543,2017,1,2,2,1.0,0,40.0,0.0,3,1.0,0,4414.0
2544,2017,1,2,2,3.0,0,45.0,5.0,2,0.0,0,7983.0
2545,2017,12,2,2,6.0,0,45.0,0.0,0,0.0,0,10083.0
2546,2018,12,2,1,8.18176190476191,0,43.779642857142804,3.0,3,1.0,1,7756.230857142858
2547,2017,1,2,2,4.33048561027325,0,40.9734095118135,0.0,2,0.0,1,7298.82316186425
2548,2018,1,2,4,5.0,1,40.0,0.0,2,0.0,0,7166.0
2549,2017,12,2,2,7.0,0,45.0,1.0,2,0.0,0,9583.0
2550,2017,12,2,2,4.64083006561005,0,41.114137565130896,0.0,2,1.0,1,7052.09183260453
2551,2017,12,2,1,4.11272897715222,0,40.8092582064971,0.0,2,0.0,0,6967.32449087088
